Accession			Taxon name			ITS1 localization			Sequence description
KM977885			Aspergillus flavus			HMM			Aspergillus flavus isolate LG 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP068710			Aspergillus flavus			ENA			Aspergillus flavus strain WM 03.225 isolate ISHAM-ITS_ID MITS2804 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP068710			Aspergillus flavus			HMM			Aspergillus flavus strain WM 03.225 isolate ISHAM-ITS_ID MITS2804 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP068711			Aspergillus flavus			ENA			Aspergillus flavus strain WM 06.64 isolate ISHAM-ITS_ID MITS2805 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP068711			Aspergillus flavus			HMM			Aspergillus flavus strain WM 06.64 isolate ISHAM-ITS_ID MITS2805 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131552			Aspergillus flavus			ENA			Aspergillus flavus strain IHEM 25132 isolate ISHAM-ITS_ID MITS120 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131552			Aspergillus flavus			HMM			Aspergillus flavus strain IHEM 25132 isolate ISHAM-ITS_ID MITS120 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131553			Aspergillus flavus			ENA			Aspergillus flavus strain IMC21 isolate ISHAM-ITS_ID MITS121 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131554			Aspergillus flavus			ENA			Aspergillus flavus strain PWQ2335 isolate ISHAM-ITS_ID MITS155 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131555			Aspergillus flavus			ENA			Aspergillus flavus strain WM 12.3 isolate ISHAM-ITS_ID MITS154 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131555			Aspergillus flavus			HMM			Aspergillus flavus strain WM 12.3 isolate ISHAM-ITS_ID MITS154 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP271954			Aspergillus flavus			HMM			Aspergillus flavus strain 12C 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KP278183			Aspergillus flavus			HMM			Aspergillus flavus strain QRF360 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP329616			Aspergillus flavus			ENA			Aspergillus flavus strain DTO:129-E8 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP329663			Aspergillus flavus			ENA			Aspergillus flavus strain DTO:132-D2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP329664			Aspergillus flavus			ENA			Aspergillus flavus strain DTO:132-D3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP784374			Aspergillus flavus			ENA			Aspergillus flavus strain 176 1 B2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP784374			Aspergillus flavus			HMM			Aspergillus flavus strain 176 1 B2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KR296888			Aspergillus flavus			HMM			Aspergillus flavus strain PUXX-FS06 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KR611581			Aspergillus flavus			HMM			Aspergillus flavus strain PKM15 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KR611584			Aspergillus flavus			HMM			Aspergillus flavus strain PKM18 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KR611589			Aspergillus flavus			HMM			Aspergillus flavus strain PKM23 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KR611590			Aspergillus flavus			HMM			Aspergillus flavus strain PKM24 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KR611594			Aspergillus flavus			HMM			Aspergillus flavus strain VE1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KR611597			Aspergillus flavus			HMM			Aspergillus flavus strain PKY2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KT067755			Aspergillus flavus			ENA			Aspergillus flavus strain 8_0223 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KT067756			Aspergillus flavus			ENA			Aspergillus flavus strain 9_0223 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KT345199			Aspergillus flavus			ENA			Aspergillus flavus internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KT355493			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139335 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KT356196			Aspergillus flavus			HMM			Aspergillus flavus strain CMC9-2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KT633952			Aspergillus flavus			HMM			Aspergillus flavus strain Z5 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KT778598			Aspergillus flavus			HMM			Aspergillus flavus isolate R. Kirschner 4188 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KT809047			Aspergillus flavus			HMM			Aspergillus flavus strain F18 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence.i
KT809096			Aspergillus flavus			HMM			Aspergillus flavus strain F67 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence.i
KT964481			Aspergillus flavus			HMM			Aspergillus flavus strain ZGCL49 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KT970478			Aspergillus flavus			HMM			Aspergillus flavus strain ZGCL17 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296246			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139338 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296247			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138794 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296248			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138800 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296249			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139339 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296250			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139340 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296251			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138793 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296252			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138798 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296253			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138791 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296254			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138792 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296255			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139345 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296256			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139346 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296257			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139349 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296258			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138799 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296259			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139341 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296260			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 139351 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU296261			Aspergillus flavus			ENA			Aspergillus flavus strain CBS 138796 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU319437			Aspergillus flavus			HMM			Aspergillus flavus strain Ni-1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU529809			Aspergillus flavus			HMM			Aspergillus flavus isolate A722 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU574671			Aspergillus flavus			HMM			Aspergillus flavus isolate CSB_F025 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU681428			Aspergillus flavus			HMM			Aspergillus flavus strain F44 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU687322			Aspergillus flavus			HMM			Aspergillus flavus isolate MPL/A/11/14 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU687807			Aspergillus flavus			ENA			Aspergillus flavus strain FJAT-30988 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU687807			Aspergillus flavus			HMM			Aspergillus flavus strain FJAT-30988 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU687808			Aspergillus flavus			ENA			Aspergillus flavus strain FJAT-31042 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU687808			Aspergillus flavus			HMM			Aspergillus flavus strain FJAT-31042 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KU729080			Aspergillus flavus			HMM			Aspergillus flavus strain ATCC 204304 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KU872767			Aspergillus flavus			HMM			Aspergillus flavus strain 21 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU872768			Aspergillus flavus			HMM			Aspergillus flavus strain 36 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU872769			Aspergillus flavus			HMM			Aspergillus flavus strain 54 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU872770			Aspergillus flavus			HMM			Aspergillus flavus strain 56 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU872771			Aspergillus flavus			HMM			Aspergillus flavus strain 60 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU978916			Aspergillus flavus			HMM			Aspergillus flavus isolate TDPEF 52 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KX011593			Aspergillus flavus			HMM			Aspergillus flavus strain IM21 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KX015983			Aspergillus flavus			HMM			Aspergillus flavus strain CS05 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KX015985			Aspergillus flavus			HMM			Aspergillus flavus strain CS07 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KX015986			Aspergillus flavus			HMM			Aspergillus flavus strain CS08 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KX015990			Aspergillus flavus			HMM			Aspergillus flavus strain CS12 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KX015995			Aspergillus flavus			HMM			Aspergillus flavus strain CS17 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KX090295			Aspergillus flavus			HMM			Aspergillus flavus strain S195 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX090296			Aspergillus flavus			HMM			Aspergillus flavus strain S193 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX090332			Aspergillus flavus			HMM			Aspergillus flavus strain S1310 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX253943			Aspergillus flavus			HMM			Aspergillus flavus strain AF15 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX253946			Aspergillus flavus			HMM			Aspergillus flavus strain DG8 small ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large ribosomal RNA gene, partial sequence.i
KX253947			Aspergillus flavus			HMM			Aspergillus flavus strain DG13 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX550912			Aspergillus flavus			HMM			Aspergillus flavus isolate kdfn 4 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KX844727			Aspergillus flavus			HMM			Aspergillus flavus 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KY026062			Aspergillus flavus			HMM			Aspergillus flavus isolate RES7 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
LC105695			Aspergillus flavus			HMM			Aspergillus flavus genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, strain: DY10.1.1.i
LC105697			Aspergillus flavus			HMM			Aspergillus flavus genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, strain: DY17.2.1.i
LC106118			Aspergillus flavus			HMM			Aspergillus flavus genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, strain: FIB PP 2.2.i
LC195001			Aspergillus flavus			HMM			Aspergillus flavus genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: Bi39A.i
LN482449			Aspergillus flavus			HMM			Aspergillus flavus genomic DNA containing ITS1, 5.8S rRNA gene and ITS2, isolate TUHT53i
LT604471			Aspergillus flavus			HMM			Aspergillus flavus genomic DNA sequence contains ITS1, 5.8S rRNA gene, ITS2, isolate A2i
AF257792			Aspergillus flavus var. columnaris			ENA			Aspergillus flavus var. columnaris IMI 124932 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.i
KU729026			Aspergillus flavus var. flavus			HMM			Aspergillus flavus var. flavus strain ATCC 16883 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.i
KP131556			Aspergillus flavus var. oryzae			ENA			Aspergillus flavus var. oryzae strain WM 10.120 isolate ISHAM-ITS_ID MITS293 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
KP131556			Aspergillus flavus var. oryzae			HMM			Aspergillus flavus var. oryzae strain WM 10.120 isolate ISHAM-ITS_ID MITS293 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.i
